tsne1,tsne2,tsne3,class
-8.081673,164.4211,40.42662,food
112.326004,15.222661,25.428331,inside
57.20738,-48.809853,-27.54225,food
31.439627,-19.2833,-28.592833,food
54.633266,53.7463,-125.246544,food
3.0563564,39.389717,-0.20738894,food
-6.031361,-106.72883,156.44337,drink
-175.7055,27.688383,11.923603,food
-40.0896,33.286022,30.905327,food
8.1899185,16.243074,-77.55671,food
82.37172,-12.5649805,33.331264,food
-13.609343,136.4932,32.331844,drink
-4.5299354,52.226826,143.27339,drink
38.65144,-16.851284,60.4924,inside
-45.820774,16.48648,-119.44484,food
80.6622,-3.9957097,-66.90299,inside
63.908566,160.60147,41.812786,inside
-144.48738,-15.589077,-64.90243,inside
-18.40333,33.72474,30.264406,food
54.119072,67.49777,107.577644,food
14.892603,-37.525467,-76.3464,inside
-4.835881,56.951202,79.18016,food
140.7595,-37.4369,8.915327,inside
171.45447,-4.1111846,-2.904304,food
-78.55376,139.14523,44.605827,inside
64.799866,29.784313,-106.308815,food
-146.16924,-1.5721302,-111.183334,inside
61.82402,1.1574137,-25.914955,food
66.42608,-116.65364,40.60604,food
-21.680376,-2.73269,68.54879,inside
-88.36433,-43.6539,62.690193,inside
-102.85233,126.27291,73.39542,inside
13.348008,87.20633,-94.92078,food
-103.47393,14.500443,69.10113,food
67.15649,115.03541,126.403015,food
-99.02641,18.167608,19.715282,outside
-10.941691,118.06742,-78.40373,food
39.910534,25.788332,-103.85851,food
-51.589863,99.043,-16.679499,inside
-43.945244,61.701893,152.76295,food
159.33685,-18.304787,-54.543247,food
-39.480354,92.22072,93.905365,food
-6.1739025,132.79712,-108.80855,food
52.07405,155.88106,106.056946,food
19.892262,-15.735754,82.45103,inside
170.26723,10.001634,99.46771,outside
-2.1803381,65.704384,-10.532511,drink
26.756823,-14.79322,-58.381878,food
87.65691,14.718807,46.176205,inside
-72.68791,60.69201,-49.173325,inside
140.69315,-63.835373,-99.0036,drink
-122.25415,7.197155,-44.459538,inside
-16.386799,98.963356,-119.80874,food
3.4120584,-2.387758,-52.210613,food
86.39402,-68.412766,-80.07018,inside
17.339725,47.221508,-25.255268,food
-55.422276,80.43247,92.38972,food
-39.727913,141.22635,-28.417442,inside
101.92833,29.379276,-80.48456,food
51.333557,93.656494,24.342684,food
66.19029,90.53392,-39.47883,food
130.27287,101.67863,17.66567,drink
-13.96742,80.519585,-102.31056,food
27.360506,-177.40468,8.434088,drink
-9.686351,207.02246,-0.7097589,food
-106.48406,-49.681293,-17.685799,inside
-89.08857,-31.766756,93.37682,inside
41.389687,-84.79775,102.65727,menu
-55.121983,-57.3694,14.904744,inside
-72.3756,121.95139,-37.27089,inside
23.869806,78.48943,169.96852,food
25.073492,-37.603634,100.27956,inside
-58.323322,-72.822174,-5.5908103,inside
-162.09688,102.15423,-28.92002,food
-22.994257,110.32822,106.48457,food
9.094705,-118.82735,75.33004,food
-185.85002,1.4171982,-48.823795,outside
-106.655235,-26.39129,-2.8802402,inside
120.1945,-111.40899,-30.24652,food
25.023342,-45.455917,162.28,food
7.858106,162.63838,104.914696,food
-11.386872,-2.4282165,-29.869707,food
59.68449,26.658333,97.148445,inside
61.404922,42.374763,111.90754,food
6.011085,-175.58437,-26.026518,menu
-12.597531,-12.744449,25.21285,outside
30.959751,6.988443,-25.12695,food
101.12898,55.030964,2.3648767,food
100.78843,138.85867,-58.47391,inside
-135.3862,84.11901,28.483553,food
-7.40749,15.240056,15.298797,food
31.920105,84.36076,-85.02637,inside
-165.53146,76.89377,-6.055485,food
1.6423482,114.80735,81.54459,food
18.233932,-60.085487,176.60663,food
-35.965595,-82.02772,153.74219,food
-65.1367,118.72579,81.97797,food
66.51562,-75.36521,-47.86855,outside
-22.256132,-141.34161,20.528826,drink
75.79248,71.808624,126.71265,food
-43.452713,-119.48773,-4.4702244,inside
-108.143295,-148.22672,-28.908947,food
-86.35702,70.46283,141.45284,food
12.677234,61.72659,-114.59105,inside
-84.60458,-29.024273,-17.665138,outside
73.653595,26.662987,-61.488224,food
-12.267071,17.102907,-57.24613,food
-174.12027,-76.869736,11.4790745,inside
-139.80286,64.896355,75.871826,inside
79.03135,58.609356,91.406204,food
92.16996,66.95045,-92.778885,food
-96.232574,39.55173,42.33057,food
98.28592,-23.882627,-29.48337,food
73.12825,27.912338,34.742485,food
-55.68559,10.4964075,129.24635,food
-153.06627,-7.209362,-7.0166025,inside
-93.0963,38.630333,131.29707,food
0.7373742,28.970968,127.875275,food
65.504654,-54.915245,-48.220844,food
131.94344,26.53452,13.638686,drink
122.96204,92.790184,93.50739,drink
46.92233,-46.39138,-83.216896,food
47.086704,156.3589,40.969406,food
-6.7612514,73.779854,77.245895,drink
10.5168915,14.055196,-104.075775,inside
-14.363232,110.37094,-153.88718,inside
136.83455,104.22982,-47.060753,food
-105.27811,85.71035,-45.47747,outside
-35.515,115.95028,-48.33037,drink
35.287277,93.74806,-38.102047,food
71.586,12.0943985,133.00198,food
-113.70044,69.899445,3.7939472,inside
10.420674,3.0060608,-151.83685,food
-31.983316,67.448296,26.223085,food
171.10863,-15.208233,-25.663805,food
-110.81934,30.189798,103.5071,outside
-70.592,124.160774,48.856857,inside
2.9495378,-53.767258,28.229776,inside
18.64035,19.544476,77.98668,drink
118.203735,42.489746,58.187637,drink
82.81722,40.21399,-17.014282,inside
-2.271677,-153.45905,-4.824511,drink
-41.307938,92.36161,21.3577,inside
-44.780643,155.98872,75.60587,food
134.85182,31.50376,-99.88442,food
-31.124376,21.870564,49.089817,food
148.57448,-63.440613,-25.717089,inside
-81.535706,69.23187,-8.1761265,outside
-85.842575,128.58115,112.14084,food
35.70291,34.934784,20.885447,food
108.16175,-75.55096,122.98499,food
-146.46312,36.93185,49.47784,food
100.547264,56.83939,-56.574936,inside
-133.53905,-6.4407835,88.14615,food
-70.86342,162.17375,-39.755356,food
19.391502,16.750515,174.11568,inside
164.01161,-0.09182387,13.216543,outside
-49.89447,84.37004,-164.94139,outside
-31.187454,-100.472374,-33.423702,outside
-143.90038,-21.383297,96.55059,food
120.14706,116.688805,-90.13707,inside
-134.9384,134.31856,51.635235,drink
80.73585,124.76744,77.27565,drink
60.90552,120.14411,-26.945894,food
88.98811,65.360886,113.89117,drink
34.103622,9.613075,-70.73959,inside
86.78598,17.801416,-38.895256,drink
-56.741585,88.226776,-48.119217,inside
-38.280476,114.222595,61.717514,food
1.5483748,-133.53514,19.467846,drink
55.002003,34.94763,127.251305,food
9.152229,88.25998,27.639292,food
57.889427,-26.476212,-58.22663,food
-34.811657,195.47377,-13.706455,food
12.67274,1.8913568,-34.467796,food
23.40734,115.669044,-64.79969,inside
23.657621,-92.06431,56.259415,inside
117.129036,-21.10989,-2.169024,food
98.53285,-32.645573,8.382905,food
12.8055525,171.29535,11.176408,food
68.492485,-17.698668,-27.926702,food
-15.963631,58.009567,-96.48216,food
-128.72,-3.5103953,17.946661,food
82.14214,53.780357,57.33867,food
-11.090201,-7.6392426,-0.24668993,food
8.722597,-14.8334875,44.64998,inside
94.37573,-4.174816,-31.243382,food
34.196033,52.391727,-98.07571,food
0.68310976,94.753105,57.02315,food
-73.73234,34.72754,-14.41987,inside
148.06145,40.18167,99.32081,inside
61.782448,82.31901,-104.61328,food
-1.9506958,118.108795,-55.932983,food
-15.868809,-106.35922,98.182205,menu
-72.87415,-6.066089,25.370476,inside
-54.243214,-13.614964,-89.49497,inside
70.703384,-55.89212,153.46506,food
125.88572,-35.32298,-61.812176,food
32.294117,53.30425,-40.92328,food
43.833443,87.233185,-20.86253,food
58.373108,133.22969,123.33656,food
-34.900745,63.87838,-103.47714,inside
33.78831,-28.91678,30.37614,food
-36.65685,4.3089824,114.49978,inside
12.047495,170.26819,-44.80942,inside
29.745575,80.068016,30.743237,drink
3.53684,-22.502625,118.79735,food
112.89734,-63.753704,-36.997288,outside
-35.838253,139.10735,78.89427,food
72.735245,41.3152,-75.65216,food
177.62453,12.868749,23.9439,inside
-18.114826,81.17617,-84.35788,food
88.179474,150.04782,-18.66142,food
-183.9492,37.077026,-1.018571,food
63.909782,-15.973256,18.174862,food
142.70677,-18.960983,-36.09483,food
-17.634212,37.05855,-3.231764,food
-35.512325,58.938904,48.148026,inside
-45.775513,-154.65479,10.209328,food
52.826347,21.57539,-169.63187,inside
52.592075,-2.8168256,-111.888626,food
-11.732834,152.11961,60.94587,food
-11.07743,-94.80976,121.068535,outside
140.7068,-5.847418,-7.7700143,drink
-54.9901,29.705107,-18.073824,outside
-159.07938,12.143596,29.184616,food
-59.98692,65.65979,-31.183054,inside
-95.19049,-4.9220448,136.37057,food
48.12265,68.54968,-71.33784,food
-52.575016,9.960908,57.362595,food
37.117813,-85.82761,-78.880005,drink
172.0835,78.343895,-7.3697643,food
-139.06651,16.952116,49.436012,food
-33.51763,36.554634,90.779625,drink
-21.258078,-116.951035,13.498251,inside
-59.336323,178.89911,-8.142185,food
-37.420216,59.646263,-65.48722,food
-56.987778,10.402283,44.01821,food
-115.82483,-5.933623,139.42926,food
42.48524,-12.916585,-83.551285,food
-4.0166383,18.97767,-20.627724,inside
141.69595,-7.0169263,23.249086,inside
-67.65705,-85.10047,62.732067,inside
49.603355,-14.7375555,-44.89915,food
-145.24268,-58.752098,40.84869,inside
95.17551,-14.804552,103.10808,drink
15.952515,89.88618,83.77018,food
6.9555354,174.1083,50.396687,drink
26.498585,72.58906,105.39866,outside
131.44084,-3.154749,111.186554,outside
-35.49404,37.85666,120.68743,food
-61.647003,35.953785,-71.7282,inside
-99.461205,2.8293955,111.5548,food
51.116703,79.066826,67.36949,food
147.63466,68.19768,71.80256,drink
-47.96077,-26.234198,9.081975,inside
-64.9653,125.24536,-8.468118,inside
-27.635527,67.795784,-134.06975,food
-106.33703,11.327076,-16.886312,inside
47.42463,43.128857,-106.28429,food
-24.3764,159.88033,18.888062,food
-32.117638,124.61313,40.21774,drink
115.98762,60.453796,93.12027,drink
-0.11606353,174.83977,0.6028801,food
-58.92334,107.55629,-0.10827212,inside
28.20171,112.16133,-101.9715,food
79.10527,111.106,-20.401262,food
-159.35179,-106.67159,-29.388905,outside
-72.39891,22.518877,56.692448,food
26.02905,-59.884945,9.677477,outside
99.19936,4.521842,107.476616,inside
-104.157745,19.764282,119.75281,drink
-55.50761,-79.810646,31.663612,food
67.50804,139.45499,-3.202613,food
130.73416,17.465519,40.939236,inside
40.28131,-89.26796,-98.87752,menu
154.31435,72.7313,0.55974394,drink
-102.1941,-53.51379,-34.443356,inside
-22.10938,43.7604,61.525707,food
65.6635,129.03523,-45.646606,food
131.8971,12.714203,-13.319897,food
-40.642467,147.37486,93.96243,food
120.1126,136.0624,-3.0164042,food
-92.08832,-22.151459,-54.25782,inside
-51.074337,82.76611,43.48976,food
-75.01796,177.7523,8.608917,food
-46.146748,10.667034,-99.059746,inside
98.74742,-22.009012,-62.05099,food
21.854757,-4.5109973,29.929125,inside
-124.13308,88.46688,-14.537248,inside
-147.838,13.354278,79.106125,food
86.52367,-48.106182,-76.27086,inside
-33.15777,-15.8202715,-11.631195,inside
32.845287,114.2535,102.028755,food
-59.68422,180.10962,44.46478,food
-75.9341,101.357635,0.10636261,inside
92.34613,4.2574143,-103.49747,inside
-33.298153,196.64322,24.286282,inside
14.950211,45.0529,148.01947,food
-144.3892,51.946594,-46.088608,inside
11.628092,57.754135,113.365524,drink
117.7124,-15.080744,-18.032095,food
12.80547,32.692535,-48.48335,food
-11.454859,107.647095,29.680603,food
-92.27098,39.38456,-138.96901,inside
-53.160748,92.91114,59.29521,food
103.62853,-23.027544,147.43181,inside
-101.960976,-16.612047,18.803968,inside
-87.88934,-10.030168,55.11145,inside
-124.18159,45.36827,-47.54788,inside
27.663103,75.57535,78.50133,drink
14.209986,113.49598,-35.33707,food
-153.96071,-43.6215,-21.460556,food
41.51698,-76.34702,-17.218204,inside
-55.40799,-54.075207,49.84421,inside
-77.20908,103.55142,-28.807346,inside
-68.79872,55.425114,102.44767,food
50.997276,99.1303,-4.5708227,food
-28.503643,-37.791714,-6.849145,outside
124.42644,98.31019,73.81302,food
-57.484776,26.35081,175.46347,inside
-10.066105,-10.180705,-97.82248,inside
14.096952,188.48172,-13.792913,outside
74.9778,177.52708,10.166992,drink
-60.396904,146.27663,19.29588,food
138.7968,26.472593,-57.17084,food
26.182676,49.242485,18.147713,food
-36.054985,-30.233156,42.704937,inside
-73.843475,83.002716,-112.85613,outside
49.085266,-14.03516,123.0748,outside
-124.79386,-66.76795,28.524302,inside
46.808464,-46.501316,7.0287895,drink
51.39713,3.8725011,-59.072647,inside
25.37926,119.86775,-2.3686125,inside
102.926445,-74.57323,-24.435759,outside
100.398796,-37.615482,36.86751,outside
-24.57675,-136.03223,39.57334,outside
84.921036,47.96238,25.708456,inside
-2.8912916,-65.02588,-3.1833048,inside
82.564995,66.41777,-54.146763,drink
-100.650185,60.023056,-41.2114,inside
140.59149,-84.05514,-61.6718,inside
-50.2131,9.59202,-153.17685,inside
-100.86419,39.35152,-70.67742,inside
-47.057255,39.073273,7.8088093,inside
156.79866,-20.249527,-99.70533,outside
-13.818769,-26.193556,-47.4495,inside
97.88422,30.434937,8.207331,inside
158.43968,-0.49211732,47.350945,outside
60.88063,-14.800261,164.29956,inside
-57.267456,-22.993649,111.385414,drink
79.206604,-29.489351,-30.570745,outside
82.02996,130.84941,103.40368,drink
99.42845,-75.03699,49.68529,drink
124.35042,-10.8254385,29.94833,inside
150.0349,19.210785,89.57256,inside
-12.14726,20.211721,77.232,inside
-158.20819,28.412102,111.88785,inside
-7.1309376,60.275085,47.392044,drink
31.030409,108.00629,24.96539,drink
-45.07536,9.828539,-65.413795,inside
140.46207,-103.74827,2.256003,inside
-84.48804,-47.729393,-96.024284,inside
47.738594,203.01723,12.810341,outside
69.24141,161.81927,66.257645,drink
20.16292,30.536022,-137.86386,inside
-14.853022,-49.22121,37.169426,inside
115.573814,-23.948637,89.84493,inside
-95.73841,58.436413,114.04244,outside
-34.558945,16.4727,9.99753,inside
63.44369,3.4974322,50.148438,inside
3.424867,-74.20401,-29.999979,inside
-138.7539,49.938744,-12.64602,inside
-38.048424,54.52494,8.508218,inside
22.317398,76.04259,-125.77487,inside
76.26853,-56.77463,14.537042,inside
127.310036,-67.08334,81.015396,inside
16.652523,151.18263,8.825645,inside
-79.30591,4.9850574,-67.078476,inside
-64.94056,80.19077,-89.20762,outside
-57.38509,-75.65899,-31.010872,inside
-90.285324,-46.08762,7.1093516,inside
122.76136,11.302981,93.863655,drink
-1.1789887,16.132263,57.595753,inside
-61.751934,-48.532425,-112.15618,drink
-90.66644,66.71375,26.29159,outside
-79.58323,-113.693115,-44.41801,outside
-69.66603,23.030125,9.994014,inside
122.69299,78.03378,-21.127544,inside
61.397285,32.920235,49.58793,inside
-122.34018,-13.858669,50.897053,inside
48.796425,-5.673576,162.31644,outside
-13.561688,93.09695,-19.429726,drink
10.6768265,-52.72761,151.90271,outside
72.8927,130.08218,-112.26388,inside
-32.639004,-91.94648,0.091278814,inside
-42.68197,-19.050688,-55.146027,outside
95.64594,31.786076,82.90167,drink
23.608044,-84.68109,2.560258,inside
108.717705,108.61318,127.84142,drink
-109.37134,4.084662,-71.0671,inside
37.422363,189.92438,-12.077174,drink
-64.25714,61.850918,-14.9251375,drink
-120.587685,-97.55408,-103.981735,inside
-114.88818,-44.82595,-150.62125,inside
105.70603,68.55558,126.65186,outside
-128.90723,-31.256744,-19.373625,inside
-102.58539,50.797405,-105.05875,outside
-46.584473,-63.237766,113.95162,drink
64.40713,97.63048,105.10859,drink
34.67918,-113.57783,-8.225215,drink
-113.80003,-73.90945,-10.988222,inside
-108.16595,-107.78935,-27.711468,inside
-94.007,30.794952,8.938942,inside
56.32872,99.03493,-67.61106,drink
-9.290135,155.93878,-41.473816,inside
-70.83514,8.937835,-148.38754,inside
71.4901,-92.59472,-16.524029,inside
-61.06316,-30.207945,27.10365,inside
17.77075,6.1762905,109.28418,outside
7.5511694,-47.834663,-47.179844,inside
73.42282,20.638014,19.101704,inside
55.143444,74.00283,29.464823,drink
-12.505861,5.474225,-116.65857,inside
35.261734,-140.11418,19.179531,drink
-108.71807,13.665241,-101.95972,inside
2.6632097,-82.34516,9.429233,inside
71.11459,-36.334522,-49.68066,drink
-61.90053,-38.39798,-77.05835,inside
-119.93794,-48.466457,-47.251617,drink
-80.50468,89.901886,-56.649834,drink
138.79437,-23.054552,-15.906249,outside
-106.04104,100.854034,-17.244682,inside
-95.12328,-113.54348,-3.725055,outside
-145.96405,-8.523802,-29.635138,inside
84.45635,19.908422,-138.35759,outside
41.117672,-5.7645106,2.2095149,outside
16.634802,-19.463562,14.46361,inside
-142.6358,-58.874805,-18.830935,inside
13.865919,-7.161556,-6.7570057,inside
33.251854,116.71867,60.343082,drink
109.80698,65.527,30.429602,outside
22.494068,57.86787,70.424385,outside
34.396305,-48.45573,25.072718,inside
-14.513854,120.551056,0.99882287,drink
49.62148,102.82648,133.26614,drink
-19.125393,20.524185,-135.11427,drink
86.17848,-93.54859,17.87737,outside
-70.597115,-29.0339,-134.95956,outside
-85.035706,-8.928242,-40.688404,outside
77.41136,-2.5815246,68.025764,outside
-10.0301695,-5.3513894,93.02768,drink
-99.73143,46.422466,-12.212138,inside
14.365787,62.520737,2.2483275,drink
36.952583,-35.98515,-44.956413,inside
50.440826,44.902718,-60.82294,outside
27.46103,157.6484,-97.05815,outside
111.17283,48.13964,-28.050175,outside
63.8226,98.15745,-142.72522,drink
18.269512,-62.254906,-56.511456,drink
-89.36127,48.907658,72.861275,outside
-12.887541,80.93167,17.118668,drink
17.980217,-32.798912,-2.1006606,inside
-84.77645,80.89101,-93.352844,inside
-130.218,-73.06527,108.209625,inside
32.558353,187.3265,7.5677013,inside
-83.85264,73.00611,-43.02902,inside
100.00144,55.96372,102.48458,outside
-48.393524,-9.300485,77.91099,drink
-113.83201,-96.592224,-43.45068,inside
-88.05837,-71.98039,36.52328,inside
-123.64965,-68.68341,44.689445,outside
-92.511566,15.885825,-6.277905,inside
133.07458,-26.953083,109.28211,inside
-21.910673,28.40947,-97.02027,outside
-137.28282,-24.17032,51.405815,inside
-78.262886,23.271904,-94.317665,inside
33.389015,-30.47989,-143.8861,outside
-57.81855,-5.1808167,19.707623,inside
321.94272,363.66467,441.5109,inside
3.8468158,124.42405,112.311165,inside
-62.587456,0.24908976,-23.551476,inside
60.869415,58.430756,15.5258045,drink
-34.72285,70.542786,-22.220064,drink
176.82,12.41253,2.0927362,inside
107.50831,-7.9773917,12.354115,outside
119.752266,54.24862,44.71706,drink
44.630173,-52.19233,-164.60027,inside
-164.0523,-23.063648,51.08599,drink
9.924424,-39.867912,-31.027752,inside
-68.18317,16.453022,-51.257347,outside
64.32878,-75.60448,16.29147,inside
40.592842,36.643032,71.05568,inside
-5.747296,-35.35685,89.09796,outside
157.25064,-20.666716,19.334188,outside
-27.846182,-18.956413,14.662743,outside
-42.407745,-49.57346,-55.7829,outside
26.1168,-122.20207,40.510468,drink
-42.83441,-75.27184,15.679241,outside
88.81391,117.53561,8.9475765,outside
-76.98017,0.39571857,83.67355,outside
8.191469,47.150024,-74.631935,drink
3.8679051,-173.69162,-64.158806,menu
121.56944,-91.59316,80.054756,outside
49.6142,71.48318,-22.144278,drink
-31.208063,4.8276453,-6.8505745,outside
99.46068,90.71186,-122.18157,drink
83.28964,-31.90987,85.90481,outside
41.215324,131.27226,46.520336,drink
-93.24649,82.78324,49.45735,outside
-85.84625,130.58835,-49.56985,drink
20.343096,-194.43925,18.630604,drink
-26.260347,155.42819,-35.374695,outside
-32.045326,118.8214,-6.1601005,drink
-80.026726,-155.06192,15.45027,drink
-27.010698,-53.618168,22.27042,outside
6.6348352,-28.331856,138.98141,drink
-57.291885,146.62006,-13.70449,drink
-90.35722,29.759327,144.3647,drink
-36.16715,-186.13033,-13.8677435,menu
57.97648,57.479492,77.83867,drink
-12.790964,29.974253,-154.8002,drink
-97.27369,-62.98284,-60.704586,drink
-111.931244,-20.158281,-29.542757,outside
-34.153534,-28.55535,99.56776,outside
14.556466,72.64806,-54.560066,drink
31.06709,-194.4817,-78.2428,outside
-5.8186507,-47.364304,159.65016,outside
88.5546,101.32299,-73.96483,outside
-77.20866,-134.60977,16.038076,drink
-70.24104,-17.071661,167.65636,drink
15.310339,-146.5598,20.29138,drink
70.80705,79.18441,148.37749,drink
48.04828,-38.274254,114.86165,outside
-137.91547,50.26855,21.735174,outside
-76.68373,-107.93466,-17.602322,outside
-97.87407,-55.119823,-112.59698,outside
46.69068,-89.77567,25.067495,outside
-4.306625,195.7919,37.652542,outside
-4.674404,-91.401436,49.033886,outside
142.49632,23.924822,125.29927,outside
39.09447,-37.064316,65.27545,outside
-12.425278,-82.6959,26.396107,outside
51.613674,-32.344994,-100.99103,outside
-43.32986,105.1302,139.75447,outside
-5.057643,45.776184,-122.25596,outside
-99.11523,-35.10409,-78.98255,outside
-30.802021,38.496532,-19.36614,outside
-16.40486,147.85553,129.21733,drink
-129.10715,134.94264,-32.59365,outside
-10.569634,-32.0161,-18.68504,outside
-38.27818,9.779385,-38.213383,outside
76.88494,162.2262,25.110714,drink
33.45151,116.15641,80.09409,drink
-29.9733,71.89449,72.726776,drink
29.887238,75.88998,-0.21816346,drink
-88.39582,-61.283756,114.95566,outside
116.78333,138.12743,41.30758,drink
-115.026566,-108.44981,-84.17159,outside
-61.829163,-32.099995,-4.755558,outside
73.43847,88.28403,88.233574,outside
58.599243,1.7555356,-89.49024,drink
17.209475,41.881096,125.16703,drink
-22.101171,97.03498,41.989502,drink
34.92561,-54.463387,-100.67307,outside
162.86758,-58.18112,10.252583,drink
153.06578,-43.34504,-44.8788,drink
41.501125,67.847305,131.59785,drink
0.3310045,37.983685,97.65109,drink
-61.287613,57.060417,-140.64955,outside
-131.63326,73.28436,-89.38867,drink
112.35099,-32.734055,-107.64632,outside
-38.368668,-68.0685,-20.439276,drink
-1.4199941,-96.00691,86.995026,drink
159.80785,16.944347,32.523144,outside
44.413677,132.66664,4.9479604,drink
-133.21674,-25.199957,-56.13497,outside
-59.74967,-50.219925,84.32811,outside
164.83765,53.42962,-41.155193,drink
-85.66488,88.09144,99.767395,outside
23.943783,-19.010199,-111.17966,outside
71.00537,80.54931,44.579723,drink
8.173331,-30.858402,166.56079,drink
11.420067,185.72952,67.031204,drink
30.790468,23.615551,49.028175,outside
6.836885,181.72635,-61.81041,outside
-64.21797,-76.809364,-55.025307,outside
-33.545597,-0.91050583,37.472904,drink
-135.93748,-50.609383,69.72143,outside
31.367224,52.97511,43.744152,drink
136.9169,73.67687,-96.448784,drink
10.8911495,193.77635,8.305893,drink
-97.88588,116.18707,-124.260994,drink
-48.04205,50.562664,70.15442,outside
49.33453,19.447922,-2.2673912,outside
43.58489,69.79354,84.950676,drink
66.1088,-120.84704,3.6181943,outside
85.453705,-15.591363,-131.14612,drink
4.1283712,36.014767,32.84085,drink
-123.02855,-51.008717,43.104748,outside
15.817056,160.27466,-22.638044,outside
10.903262,132.04741,-13.818665,drink
15.808914,150.90977,-54.10026,drink
40.825634,119.25001,-27.013678,drink
56.53204,103.22007,68.95439,drink
-96.336136,-104.72753,120.34074,drink
-35.952595,69.8477,-2.836548,drink
61.8367,-47.284084,49.752796,drink
-98.946045,10.869895,-51.068527,outside
-3.5336387,69.431465,-61.87948,drink
12.823042,-147.58656,-15.409485,drink
-23.15371,149.94122,-55.182056,outside
33.62602,7.5130124,166.09196,outside
-17.985224,193.53021,-39.712814,outside
6.274031,92.82927,3.7602055,drink
-76.018906,-26.617807,-49.595757,outside
-185.06041,-19.63567,9.511838,drink
-12.4886265,41.659237,-39.77052,drink
12.077538,-88.726425,115.95016,outside
46.596577,184.45601,42.75414,outside
144.28615,-89.17073,42.41372,outside
40.393673,-173.22847,15.4163685,drink
96.69765,57.94705,-151.97514,outside
-1.435399,123.80875,12.1769285,drink
-169.82051,68.57467,47.67458,drink
6.3464775,83.0432,42.452465,drink
-103.19745,-9.799205,-135.28073,outside
52.772526,133.06941,-78.68729,outside
-9.004158,154.66121,-0.3661962,outside
-26.858181,-58.60344,108.87427,drink
-4.2322836,-94.95381,-9.491033,outside
50.46957,-25.898165,91.14065,outside
-43.79969,-49.06432,-81.62023,drink
-112.638435,58.021534,102.079414,drink
-57.791134,72.92716,10.54826,drink
-81.79786,-23.58051,-102.17834,drink
121.38436,6.770596,-27.415045,outside
106.73002,-111.50509,-34.718,outside
-11.889002,82.90408,-49.80919,drink
127.1644,5.031377,-134.01561,outside
87.169495,90.975464,73.647095,outside
-120.20142,-79.97237,67.36755,drink
-67.59644,56.40865,52.02628,drink
145.93698,96.68509,52.595364,drink
49.531437,132.44775,83.06432,drink
165.0457,-49.629128,57.378677,outside
121.14185,78.18586,22.426506,outside
27.803225,119.336426,142.4656,drink
-94.18686,-136.0262,-24.926254,outside
-81.99465,-90.50971,-98.20785,outside
11.719695,-102.47357,-86.83115,menu
25.674496,146.8044,-42.10753,drink
-71.79236,-65.090225,-79.63173,outside
-103.85277,151.05646,19.019478,drink
41.529884,-0.9687888,104.80593,outside
-29.431293,-39.553402,72.53511,drink
21.835018,-55.489952,-17.973219,outside
-49.528458,92.84946,131.54402,outside
-127.867935,118.18721,13.157902,drink
-86.80765,-73.184975,0.73958415,outside
111.21619,-118.02345,37.951454,outside
-53.62625,4.8248105,-10.102591,outside
40.66174,-90.42628,63.289932,menu
-120.87892,97.82599,90.121056,outside
-7.7301426,-72.74823,109.9618,outside
45.921177,8.389577,74.571434,outside
-14.098122,46.37628,112.3813,drink
-88.041466,-102.92629,20.6743,drink
